subject_name,course_name,language,absolute_course_url
Computer Science Courses,Foundations to Computer Systems Design,English,https://www.classcentral.com/course/swayam-foundations-to-computer-systems-design-12927
Computer Science Courses,Randomized Algorithms,English,https://www.classcentral.com/course/swayam-randomized-algorithms-12933
Computer Science Courses,Multirate DSP,English,https://www.classcentral.com/course/swayam-multirate-dsp-12967
Computer Science Courses,Computational Geometry,English,https://www.classcentral.com/course/computational-geometry-17283
Programming Courses,Unity Services Implementation,English,https://www.classcentral.com/course/unity-services-implementation-11245
Programming Courses,Preparing for the Google Cloud Professional Cloud Architect Exam,English,https://www.classcentral.com/course/preparing-cloud-professional-cloud-archi-12827
Programming Courses,Front-End Web Development with React,English,https://www.classcentral.com/course/front-end-react-11322
Programming Courses,Cloud Computing Security,English,https://www.classcentral.com/course/cloud-computing-security-11754
Engineering Courses,Advanced Manufacturing Enterprise,English,https://www.classcentral.com/course/advanced-manufacturing-enterprise-8310
Engineering Courses,Roadmap to Success in Digital Manufacturing & Design ,English,https://www.classcentral.com/course/roadmap-success-digital-manufacturing-de-8317
Engineering Courses,The hidden value – Lean in manufacturing and services,English,https://www.classcentral.com/course/lean-manufacturing-services-8365
Personal Development Courses,Managing Changes,English,https://www.classcentral.com/course/polimi-open-knowledge-managing-changes-3614
Personal Development Courses,Understanding Romantic Relationships,English,https://www.classcentral.com/course/understanding-romantic-relationships-12845
Personal Development Courses,Introduction to Human Communication,English,https://www.classcentral.com/course/edx-introduction-to-human-communication-13158
Personal Development Courses,Psychology at Work,English,https://www.classcentral.com/course/work-psychology-6175
Computer Science Courses,Introduction to Intel® Distribution of OpenVINO™ toolkit for Computer Vision Applications,English,https://www.classcentral.com/course/intel-openvino-17284
Computer Science Courses,AI Workflow: Business Priorities and Data Ingestion,English,https://www.classcentral.com/course/ibm-ai-workflow-business-priorities-data-ingestio-17095
Computer Science Courses,AI Workflow: Data Analysis and Hypothesis Testing,English,https://www.classcentral.com/course/ibm-ai-workflow-data-analysis-hypothesis-testing-17096
Programming Courses,Version Control with Git,English,https://www.classcentral.com/course/version-control-with-git-10166
Programming Courses,Smart Device & Mobile Emerging Technologies,English,https://www.classcentral.com/course/smart-device-mobile-emerging-technologie-11984
Programming Courses,3D Art and Audio Pipeline,English,https://www.classcentral.com/course/3d-art-and-audio-pipeline-11995
Programming Courses,Multiplatform Mobile App Development with React Native,English,https://www.classcentral.com/course/react-native-11687
Engineering Courses,Intelligent Machining,English,https://www.classcentral.com/course/intelligent-machining-8295
Engineering Courses,Capstone Design Project in Power Electronics,English,https://www.classcentral.com/course/power-electronics-capstone-5576
Engineering Courses,"Imagery, Automation, and Applications",English,https://www.classcentral.com/course/gis-applications-5586
Engineering Courses,Planning & Design of Sanitation Systems and Technologies,English,https://www.classcentral.com/course/sanitation-2230
Personal Development Courses,Realising Career Potential: Rethinking Disability,English,https://www.classcentral.com/course/rehabilitation-counselling-10646
Personal Development Courses,Wellbeing at Work: An Introduction,English,https://www.classcentral.com/course/introduction-to-work-and-wellbeing-at-work-13194
Personal Development Courses,Creating a Happy and Meaningful Career,English,https://www.classcentral.com/course/swayam-creating-a-happy-and-meaningful-career-13971
Personal Development Courses,The Way Forward – Easing the Transition Life Skills,English,https://www.classcentral.com/course/desire2learn-the-way-forward-easing-the-transition-life-skills-8917
Computer Science Courses,AI Workflow: Feature Engineering and Bias Detection,English,https://www.classcentral.com/course/ibm-ai-workflow-feature-engineering-bias-detectio-17097
Programming Courses,Pixel Art for Video Games,English,https://www.classcentral.com/course/pixel-art-video-games-11599
Programming Courses,Building Cloud Services with the Java Spring Framework,English,https://www.classcentral.com/course/cloud-services-java-spring-framework-13273
Programming Courses,Introduction to iOS App Development with Swift 5,English,https://www.classcentral.com/course/ios-app-development-swift-5-17285
Programming Courses,"Tables, Data & Networking in iOS",English,https://www.classcentral.com/course/swift-ios-tables-networking-17288
Programming Courses,iOS App Store & In-App Purchases,English,https://www.classcentral.com/course/ios-swift-app-store-in-app-purchase-17289
Engineering Courses,Wind resources for renewable energies,English,https://www.classcentral.com/course/wind-for-renewable-energies-8431
Engineering Courses,Industrial Biotechnology,English,https://www.classcentral.com/course/industrial-biotech-8886
Engineering Courses,Introduction to FPGA Design for Embedded Systems,English,https://www.classcentral.com/course/intro-fpga-design-embedded-systems-9236
Engineering Courses,Nanotechnology: A Maker’s Course,English,https://www.classcentral.com/course/nanotechnology-9262
Engineering Courses,Autodesk Fusion 360 Integrated CAD/CAM/CAE,English,https://www.classcentral.com/course/fusion-360-integrated-cad-cam-cae-9686
Personal Development Courses,Interpersonal Skills,English,https://www.classcentral.com/course/swayam-interpersonal-skills-14135
Personal Development Courses,Soft Skills,English,https://www.classcentral.com/course/swayam-soft-skills-14292
Personal Development Courses,Stress Management,English,https://www.classcentral.com/course/swayam-stress-management-14309
Programming Courses,Introduction to Programming in Swift 5,English,https://www.classcentral.com/course/swift-5-programming-introduction-17282
Programming Courses,Exploratory Data Analysis with MATLAB,English,https://www.classcentral.com/course/exploratory-data-analysis-matlab-17125
Programming Courses,"Computers, Waves, Simulations: A Practical Introduction to Numerical Methods using Python",English,https://www.classcentral.com/course/computers-waves-simulations-13150
Engineering Courses,Intro to Digital Manufacturing with Autodesk Fusion 360,English,https://www.classcentral.com/course/introduction-digital-manufacturing-fusio-9687
Engineering Courses,The City and You: Find Your Best Place,English,https://www.classcentral.com/course/city-and-you-find-best-place-8668
Engineering Courses,Battery State-of-Charge (SOC) Estimation,English,https://www.classcentral.com/course/battery-state-of-charge-12082
Engineering Courses,Introduction to battery-management systems,English,https://www.classcentral.com/course/battery-management-systems-12083
Engineering Courses,Equivalent Circuit Cell Model Simulation,English,https://www.classcentral.com/course/equivalent-circuit-cell-model-simulation-12084
Personal Development Courses,Body Language: Key to Professional Success,English,https://www.classcentral.com/course/swayam-body-language-key-to-professional-success-13927
Personal Development Courses,Personality Development,English,https://www.classcentral.com/course/swayam-personality-development-14230
Programming Courses,Essential Cloud Infrastructure: Foundation dalam bahasa Indonesia,English,https://www.classcentral.com/course/essential-cloud-infrastructure-foundatio-14883
Programming Courses,Essential Cloud Infrastructure: Core Services dalam bahasa Indonesia,English,https://www.classcentral.com/course/essential-cloud-infrastructure-core-serv-14884
Programming Courses,Reliable Cloud Infrastructure: Design and Process dalam bahasa Indonesia,English,https://www.classcentral.com/course/cloud-infrastructure-design-process-id-14897
